"player_position","depth","angle","field_x","field_y","batter","launch_speed_av","launch_angle_av","gb_pull","fb_pull","handedness","name","home_first","babip","method"
4,170,87,10,170,521692,92.4,15.7,0.842,0.509,"R","Perez, Salvador",4.87,0.267,"Current Rules"
5,142,-51,-90,110,521692,92.4,15.7,0.842,0.509,"R","Perez, Salvador",4.87,0.267,"Current Rules"
6,168,-73,-50,160,521692,92.4,15.7,0.842,0.509,"R","Perez, Salvador",4.87,0.267,"Current Rules"
7,271,-60,-135,235,521692,92.4,15.7,0.842,0.509,"R","Perez, Salvador",4.87,0.267,"Current Rules"
8,331,-87,-20,330,521692,92.4,15.7,0.842,0.509,"R","Perez, Salvador",4.87,0.267,"Current Rules"
9,282,70,95,265,521692,92.4,15.7,0.842,0.509,"R","Perez, Salvador",4.87,0.267,"Current Rules"
3,117,59,60,100,527038,88.2,18.5,0.792,0.538,"R","Flores, Wilmer",4.78,0.263,"Current Rules"
4,170,87,10,170,527038,88.2,18.5,0.792,0.538,"R","Flores, Wilmer",4.78,0.263,"Current Rules"
5,142,-51,-90,110,527038,88.2,18.5,0.792,0.538,"R","Flores, Wilmer",4.78,0.263,"Current Rules"
6,158,-72,-50,150,527038,88.2,18.5,0.792,0.538,"R","Flores, Wilmer",4.78,0.263,"Current Rules"
7,285,-59,-145,245,527038,88.2,18.5,0.792,0.538,"R","Flores, Wilmer",4.78,0.263,"Current Rules"
8,342,-83,-40,340,527038,88.2,18.5,0.792,0.538,"R","Flores, Wilmer",4.78,0.263,"Current Rules"
9,297,73,85,285,527038,88.2,18.5,0.792,0.538,"R","Flores, Wilmer",4.78,0.263,"Current Rules"
3,128,51,80,100,542303,90.9,15.9,0.741,0.491,"R","Ozuna, Marcell",4.64,0.296,"Current Rules"
4,163,79,30,160,542303,90.9,15.9,0.741,0.491,"R","Ozuna, Marcell",4.64,0.296,"Current Rules"
5,136,-54,-80,110,542303,90.9,15.9,0.741,0.491,"R","Ozuna, Marcell",4.64,0.296,"Current Rules"
6,155,-75,-40,150,542303,90.9,15.9,0.741,0.491,"R","Ozuna, Marcell",4.64,0.296,"Current Rules"
7,276,-58,-145,235,542303,90.9,15.9,0.741,0.491,"R","Ozuna, Marcell",4.64,0.296,"Current Rules"
8,331,-87,-20,330,542303,90.9,15.9,0.741,0.491,"R","Ozuna, Marcell",4.64,0.296,"Current Rules"
9,285,68,105,265,542303,90.9,15.9,0.741,0.491,"R","Ozuna, Marcell",4.64,0.296,"Current Rules"
3,128,51,80,100,542364,86.9,17.6,0.705,0.573,"L","Ortega, Rafael",4.52,0.25,"Current Rules"
4,162,68,60,150,542364,86.9,17.6,0.705,0.573,"L","Ortega, Rafael",4.52,0.25,"Current Rules"
5,134,-63,-60,120,542364,86.9,17.6,0.705,0.573,"L","Ortega, Rafael",4.52,0.25,"Current Rules"
6,160,90,0,160,542364,86.9,17.6,0.705,0.573,"L","Ortega, Rafael",4.52,0.25,"Current Rules"
7,297,-73,-85,285,542364,86.9,17.6,0.705,0.573,"L","Ortega, Rafael",4.52,0.25,"Current Rules"
8,322,83,40,320,542364,86.9,17.6,0.705,0.573,"L","Ortega, Rafael",4.52,0.25,"Current Rules"
9,259,56,145,215,542364,86.9,17.6,0.705,0.573,"L","Ortega, Rafael",4.52,0.25,"Current Rules"
3,128,51,80,100,542932,86.5,3.2,0.621,0.32,"R","Berti, Jon",4.3,0.338,"Current Rules"
4,146,74,40,140,542932,86.5,3.2,0.621,0.32,"R","Berti, Jon",4.3,0.338,"Current Rules"
5,122,-55,-70,100,542932,86.5,3.2,0.621,0.32,"R","Berti, Jon",4.3,0.338,"Current Rules"
6,143,-78,-30,140,542932,86.5,3.2,0.621,0.32,"R","Berti, Jon",4.3,0.338,"Current Rules"
7,319,-73,-95,305,542932,86.5,3.2,0.621,0.32,"R","Berti, Jon",4.3,0.338,"Current Rules"
8,322,83,40,320,542932,86.5,3.2,0.621,0.32,"R","Berti, Jon",4.3,0.338,"Current Rules"
9,276,58,145,235,542932,86.5,3.2,0.621,0.32,"R","Berti, Jon",4.3,0.338,"Current Rules"
3,127,45,90,90,543063,88,14.3,0.757,0.507,"L","Crawford, Brandon",4.63,0.256,"Current Rules"
4,172,54,100,140,543063,88,14.3,0.757,0.507,"L","Crawford, Brandon",4.63,0.256,"Current Rules"
5,143,-78,-30,140,543063,88,14.3,0.757,0.507,"L","Crawford, Brandon",4.63,0.256,"Current Rules"
6,175,77,40,170,543063,88,14.3,0.757,0.507,"L","Crawford, Brandon",4.63,0.256,"Current Rules"
7,285,-68,-105,265,543063,88,14.3,0.757,0.507,"L","Crawford, Brandon",4.63,0.256,"Current Rules"
8,321,86,20,320,543063,88,14.3,0.757,0.507,"L","Crawford, Brandon",4.63,0.256,"Current Rules"
9,271,60,135,235,543063,88,14.3,0.757,0.507,"L","Crawford, Brandon",4.63,0.256,"Current Rules"
3,112,63,50,100,543309,89.7,20.7,0.791,0.571,"R","Higashioka, Kyle",4.74,0.257,"Current Rules"
4,170,87,10,170,543309,89.7,20.7,0.791,0.571,"R","Higashioka, Kyle",4.74,0.257,"Current Rules"
5,142,-51,-90,110,543309,89.7,20.7,0.791,0.571,"R","Higashioka, Kyle",4.74,0.257,"Current Rules"
6,162,-68,-60,150,543309,89.7,20.7,0.791,0.571,"R","Higashioka, Kyle",4.74,0.257,"Current Rules"
7,276,-58,-145,235,543309,89.7,20.7,0.791,0.571,"R","Higashioka, Kyle",4.74,0.257,"Current Rules"
8,342,-83,-40,340,543309,89.7,20.7,0.791,0.571,"R","Higashioka, Kyle",4.74,0.257,"Current Rules"
9,297,73,85,285,543309,89.7,20.7,0.791,0.571,"R","Higashioka, Kyle",4.74,0.257,"Current Rules"
3,128,51,80,100,543333,90,4.3,0.67,0.443,"L","Hosmer, Eric",4.58,0.303,"Current Rules"
4,162,68,60,150,543333,90,4.3,0.67,0.443,"L","Hosmer, Eric",4.58,0.303,"Current Rules"
5,139,-69,-50,130,543333,90,4.3,0.67,0.443,"L","Hosmer, Eric",4.58,0.303,"Current Rules"
6,170,90,0,170,543333,90,4.3,0.67,0.443,"L","Hosmer, Eric",4.58,0.303,"Current Rules"
7,275,-63,-125,245,543333,90,4.3,0.67,0.443,"L","Hosmer, Eric",4.58,0.303,"Current Rules"
8,320,90,0,320,543333,90,4.3,0.67,0.443,"L","Hosmer, Eric",4.58,0.303,"Current Rules"
9,275,63,125,245,543333,90,4.3,0.67,0.443,"L","Hosmer, Eric",4.58,0.303,"Current Rules"
3,128,51,80,100,543510,87.9,11.2,0.683,0.372,"R","McCann, James",4.88,0.292,"Current Rules"
4,175,77,40,170,543510,87.9,11.2,0.683,0.372,"R","McCann, James",4.88,0.292,"Current Rules"
5,144,-56,-80,120,543510,87.9,11.2,0.683,0.372,"R","McCann, James",4.88,0.292,"Current Rules"
6,165,-76,-40,160,543510,87.9,11.2,0.683,0.372,"R","McCann, James",4.88,0.292,"Current Rules"
7,323,-71,-105,305,543510,87.9,11.2,0.683,0.372,"R","McCann, James",4.88,0.292,"Current Rules"
8,331,85,30,330,543510,87.9,11.2,0.683,0.372,"R","McCann, James",4.88,0.292,"Current Rules"
9,285,59,145,245,543510,87.9,11.2,0.683,0.372,"R","McCann, James",4.88,0.292,"Current Rules"
3,128,51,80,100,543543,91.3,12.4,0.742,0.462,"L","Miller, Brad",4.43,0.302,"Current Rules"
4,175,59,90,150,543543,91.3,12.4,0.742,0.462,"L","Miller, Brad",4.43,0.302,"Current Rules"
5,136,-73,-40,130,543543,91.3,12.4,0.742,0.462,"L","Miller, Brad",4.43,0.302,"Current Rules"
6,163,79,30,160,543543,91.3,12.4,0.742,0.462,"L","Miller, Brad",4.43,0.302,"Current Rules"
7,293,-65,-125,265,543543,91.3,12.4,0.742,0.462,"L","Miller, Brad",4.43,0.302,"Current Rules"
8,330,90,0,330,543543,91.3,12.4,0.742,0.462,"L","Miller, Brad",4.43,0.302,"Current Rules"
9,280,61,135,245,543543,91.3,12.4,0.742,0.462,"L","Miller, Brad",4.43,0.302,"Current Rules"
3,117,59,60,100,543592,90,13.3,0.769,0.498,"R","Nola, Austin",4.74,0.286,"Current Rules"
4,170,87,10,170,543592,90,13.3,0.769,0.498,"R","Nola, Austin",4.74,0.286,"Current Rules"
5,142,-51,-90,110,543592,90,13.3,0.769,0.498,"R","Nola, Austin",4.74,0.286,"Current Rules"
6,158,-72,-50,150,543592,90,13.3,0.769,0.498,"R","Nola, Austin",4.74,0.286,"Current Rules"
7,285,-59,-145,245,543592,90,13.3,0.769,0.498,"R","Nola, Austin",4.74,0.286,"Current Rules"
8,331,-87,-20,330,543592,90,13.3,0.769,0.498,"R","Nola, Austin",4.74,0.286,"Current Rules"
9,285,68,105,265,543592,90,13.3,0.769,0.498,"R","Nola, Austin",4.74,0.286,"Current Rules"
3,128,51,80,100,543685,89.7,20.3,0.739,0.535,"R","Rendon, Anthony",4.69,0.273,"Current Rules"
4,161,83,20,160,543685,89.7,20.3,0.739,0.535,"R","Rendon, Anthony",4.69,0.273,"Current Rules"
5,142,-51,-90,110,543685,89.7,20.3,0.739,0.535,"R","Rendon, Anthony",4.69,0.273,"Current Rules"
6,149,-70,-50,140,543685,89.7,20.3,0.739,0.535,"R","Rendon, Anthony",4.69,0.273,"Current Rules"
7,285,-59,-145,245,543685,89.7,20.3,0.739,0.535,"R","Rendon, Anthony",4.69,0.273,"Current Rules"
8,341,-85,-30,340,543685,89.7,20.3,0.739,0.535,"R","Rendon, Anthony",4.69,0.273,"Current Rules"
9,291,71,95,275,543685,89.7,20.3,0.739,0.535,"R","Rendon, Anthony",4.69,0.273,"Current Rules"
3,112,63,50,100,543760,88.1,19.7,0.813,0.558,"R","Semien, Marcus",4.39,0.289,"Current Rules"
4,150,90,0,150,543760,88.1,19.7,0.813,0.558,"R","Semien, Marcus",4.39,0.289,"Current Rules"
5,128,-51,-80,100,543760,88.1,19.7,0.813,0.558,"R","Semien, Marcus",4.39,0.289,"Current Rules"
6,139,-69,-50,130,543760,88.1,19.7,0.813,0.558,"R","Semien, Marcus",4.39,0.289,"Current Rules"
7,290,-58,-155,245,543760,88.1,19.7,0.813,0.558,"R","Semien, Marcus",4.39,0.289,"Current Rules"
8,342,-83,-40,340,543760,88.1,19.7,0.813,0.558,"R","Semien, Marcus",4.39,0.289,"Current Rules"
9,297,73,85,285,543760,88.1,19.7,0.813,0.558,"R","Semien, Marcus",4.39,0.289,"Current Rules"
3,117,59,60,100,543807,89.2,16.4,0.831,0.505,"R","Springer, George",4.38,0.308,"Current Rules"
4,150,86,10,150,543807,89.2,16.4,0.831,0.505,"R","Springer, George",4.38,0.308,"Current Rules"
5,128,-51,-80,100,543807,89.2,16.4,0.831,0.505,"R","Springer, George",4.38,0.308,"Current Rules"
6,139,-69,-50,130,543807,89.2,16.4,0.831,0.505,"R","Springer, George",4.38,0.308,"Current Rules"
7,285,-59,-145,245,543807,89.2,16.4,0.831,0.505,"R","Springer, George",4.38,0.308,"Current Rules"
8,341,-87,-20,340,543807,89.2,16.4,0.831,0.505,"R","Springer, George",4.38,0.308,"Current Rules"
9,285,68,105,265,543807,89.2,16.4,0.831,0.505,"R","Springer, George",4.38,0.308,"Current Rules"
3,127,45,90,90,543939,86.1,12.1,0.719,0.475,"L","Wong, Kolten",4.45,0.271,"Current Rules"
4,172,54,100,140,543939,86.1,12.1,0.719,0.475,"L","Wong, Kolten",4.45,0.271,"Current Rules"
5,136,-73,-40,130,543939,86.1,12.1,0.719,0.475,"L","Wong, Kolten",4.45,0.271,"Current Rules"
6,165,76,40,160,543939,86.1,12.1,0.719,0.475,"L","Wong, Kolten",4.45,0.271,"Current Rules"
7,271,-65,-115,245,543939,86.1,12.1,0.719,0.475,"L","Wong, Kolten",4.45,0.271,"Current Rules"
8,320,90,0,320,543939,86.1,12.1,0.719,0.475,"L","Wong, Kolten",4.45,0.271,"Current Rules"
9,275,63,125,245,543939,86.1,12.1,0.719,0.475,"L","Wong, Kolten",4.45,0.271,"Current Rules"
3,128,51,80,100,545341,89.3,13.3,0.712,0.433,"R","Grichuk, Randal",4.53,0.325,"Current Rules"
4,163,79,30,160,545341,89.3,13.3,0.712,0.433,"R","Grichuk, Randal",4.53,0.325,"Current Rules"
5,136,-54,-80,110,545341,89.3,13.3,0.712,0.433,"R","Grichuk, Randal",4.53,0.325,"Current Rules"
6,146,-74,-40,140,545341,89.3,13.3,0.712,0.433,"R","Grichuk, Randal",4.53,0.325,"Current Rules"
7,302,-66,-125,275,545341,89.3,13.3,0.712,0.433,"R","Grichuk, Randal",4.53,0.325,"Current Rules"
8,331,87,20,330,545341,89.3,13.3,0.712,0.433,"R","Grichuk, Randal",4.53,0.325,"Current Rules"
9,280,61,135,245,545341,89.3,13.3,0.712,0.433,"R","Grichuk, Randal",4.53,0.325,"Current Rules"
3,112,63,50,100,545358,90.3,9.4,0.788,0.495,"R","Stassi, Max",4.83,0.28,"Current Rules"
4,170,87,10,170,545358,90.3,9.4,0.788,0.495,"R","Stassi, Max",4.83,0.28,"Current Rules"
5,142,-51,-90,110,545358,90.3,9.4,0.788,0.495,"R","Stassi, Max",4.83,0.28,"Current Rules"
6,168,-73,-50,160,545358,90.3,9.4,0.788,0.495,"R","Stassi, Max",4.83,0.28,"Current Rules"
7,285,-59,-145,245,545358,90.3,9.4,0.788,0.495,"R","Stassi, Max",4.83,0.28,"Current Rules"
8,321,-85,-30,320,545358,90.3,9.4,0.788,0.495,"R","Stassi, Max",4.83,0.28,"Current Rules"
9,282,70,95,265,545358,90.3,9.4,0.788,0.495,"R","Stassi, Max",4.83,0.28,"Current Rules"
3,122,55,70,100,545361,92.6,21.8,0.833,0.462,"R","Trout, Mike",4.27,0.32,"Current Rules"
4,140,90,0,140,545361,92.6,21.8,0.833,0.462,"R","Trout, Mike",4.27,0.32,"Current Rules"
5,120,-48,-80,90,545361,92.6,21.8,0.833,0.462,"R","Trout, Mike",4.27,0.32,"Current Rules"
6,139,-69,-50,130,545361,92.6,21.8,0.833,0.462,"R","Trout, Mike",4.27,0.32,"Current Rules"
7,284,-64,-125,255,545361,92.6,21.8,0.833,0.462,"R","Trout, Mike",4.27,0.32,"Current Rules"
8,330,90,0,330,545361,92.6,21.8,0.833,0.462,"R","Trout, Mike",4.27,0.32,"Current Rules"
9,275,63,125,245,545361,92.6,21.8,0.833,0.462,"R","Trout, Mike",4.27,0.32,"Current Rules"
3,128,51,80,100,547180,91.4,13.4,0.724,0.465,"L","Harper, Bryce",4.37,0.317,"Current Rules"
4,162,68,60,150,547180,91.4,13.4,0.724,0.465,"L","Harper, Bryce",4.37,0.317,"Current Rules"
5,139,-69,-50,130,547180,91.4,13.4,0.724,0.465,"L","Harper, Bryce",4.37,0.317,"Current Rules"
6,160,90,0,160,547180,91.4,13.4,0.724,0.465,"L","Harper, Bryce",4.37,0.317,"Current Rules"
7,293,-65,-125,265,547180,91.4,13.4,0.724,0.465,"L","Harper, Bryce",4.37,0.317,"Current Rules"
8,330,90,0,330,547180,91.4,13.4,0.724,0.465,"L","Harper, Bryce",4.37,0.317,"Current Rules"
9,271,60,135,235,547180,91.4,13.4,0.724,0.465,"L","Harper, Bryce",4.37,0.317,"Current Rules"
3,128,51,80,100,547989,92.6,10.2,0.719,0.427,"R","Abreu, José",4.72,0.31,"Current Rules"
4,175,77,40,170,547989,92.6,10.2,0.719,0.427,"R","Abreu, José",4.72,0.31,"Current Rules"
5,142,-51,-90,110,547989,92.6,10.2,0.719,0.427,"R","Abreu, José",4.72,0.31,"Current Rules"
6,155,-75,-40,150,547989,92.6,10.2,0.719,0.427,"R","Abreu, José",4.72,0.31,"Current Rules"
7,284,-64,-125,255,547989,92.6,10.2,0.719,0.427,"R","Abreu, José",4.72,0.31,"Current Rules"
8,320,88,10,320,547989,92.6,10.2,0.719,0.427,"R","Abreu, José",4.72,0.31,"Current Rules"
9,275,63,125,245,547989,92.6,10.2,0.719,0.427,"R","Abreu, José",4.72,0.31,"Current Rules"
3,128,51,80,100,553902,85.9,16.3,0.741,0.459,"R","Astudillo, Willians",4.76,0.291,"Current Rules"
4,173,80,30,170,553902,85.9,16.3,0.741,0.459,"R","Astudillo, Willians",4.76,0.291,"Current Rules"
5,142,-51,-90,110,553902,85.9,16.3,0.741,0.459,"R","Astudillo, Willians",4.76,0.291,"Current Rules"
6,146,-74,-40,140,553902,85.9,16.3,0.741,0.459,"R","Astudillo, Willians",4.76,0.291,"Current Rules"
7,311,-62,-145,275,553902,85.9,16.3,0.741,0.459,"R","Astudillo, Willians",4.76,0.291,"Current Rules"
8,340,90,0,340,553902,85.9,16.3,0.741,0.459,"R","Astudillo, Willians",4.76,0.291,"Current Rules"
9,297,63,135,265,553902,85.9,16.3,0.741,0.459,"R","Astudillo, Willians",4.76,0.291,"Current Rules"
3,128,51,80,100,570482,89.4,10.2,0.707,0.393,"R","Urshela, Gio",4.6,0.319,"Current Rules"
4,163,79,30,160,570482,89.4,10.2,0.707,0.393,"R","Urshela, Gio",4.6,0.319,"Current Rules"
5,136,-54,-80,110,570482,89.4,10.2,0.707,0.393,"R","Urshela, Gio",4.6,0.319,"Current Rules"
6,155,-75,-40,150,570482,89.4,10.2,0.707,0.393,"R","Urshela, Gio",4.6,0.319,"Current Rules"
7,302,-66,-125,275,570482,89.4,10.2,0.707,0.393,"R","Urshela, Gio",4.6,0.319,"Current Rules"
8,331,87,20,330,570482,89.4,10.2,0.707,0.393,"R","Urshela, Gio",4.6,0.319,"Current Rules"
9,280,61,135,245,570482,89.4,10.2,0.707,0.393,"R","Urshela, Gio",4.6,0.319,"Current Rules"
3,122,55,70,100,570731,87.9,10.4,0.728,0.435,"R","Schoop, Jonathan",4.6,0.319,"Current Rules"
4,163,79,30,160,570731,87.9,10.4,0.728,0.435,"R","Schoop, Jonathan",4.6,0.319,"Current Rules"
5,136,-54,-80,110,570731,87.9,10.4,0.728,0.435,"R","Schoop, Jonathan",4.6,0.319,"Current Rules"
6,155,-75,-40,150,570731,87.9,10.4,0.728,0.435,"R","Schoop, Jonathan",4.6,0.319,"Current Rules"
7,311,-66,-125,285,570731,87.9,10.4,0.728,0.435,"R","Schoop, Jonathan",4.6,0.319,"Current Rules"
8,331,87,20,330,570731,87.9,10.4,0.728,0.435,"R","Schoop, Jonathan",4.6,0.319,"Current Rules"
9,280,61,135,245,570731,87.9,10.4,0.728,0.435,"R","Schoop, Jonathan",4.6,0.319,"Current Rules"
3,122,55,70,100,571448,88.8,20.4,0.743,0.601,"R","Arenado, Nolan",4.79,0.252,"Current Rules"
4,161,83,20,160,571448,88.8,20.4,0.743,0.601,"R","Arenado, Nolan",4.79,0.252,"Current Rules"
5,142,-51,-90,110,571448,88.8,20.4,0.743,0.601,"R","Arenado, Nolan",4.79,0.252,"Current Rules"
6,158,-72,-50,150,571448,88.8,20.4,0.743,0.601,"R","Arenado, Nolan",4.79,0.252,"Current Rules"
7,282,-57,-155,235,571448,88.8,20.4,0.743,0.601,"R","Arenado, Nolan",4.79,0.252,"Current Rules"
8,335,-80,-60,330,571448,88.8,20.4,0.743,0.601,"R","Arenado, Nolan",4.79,0.252,"Current Rules"
9,312,78,65,305,571448,88.8,20.4,0.743,0.601,"R","Arenado, Nolan",4.79,0.252,"Current Rules"
3,122,55,70,100,571657,86.8,14.3,0.767,0.475,"R","Farmer, Kyle",4.55,0.314,"Current Rules"
4,161,83,20,160,571657,86.8,14.3,0.767,0.475,"R","Farmer, Kyle",4.55,0.314,"Current Rules"
5,136,-54,-80,110,571657,86.8,14.3,0.767,0.475,"R","Farmer, Kyle",4.55,0.314,"Current Rules"
6,146,-74,-40,140,571657,86.8,14.3,0.767,0.475,"R","Farmer, Kyle",4.55,0.314,"Current Rules"
7,306,-64,-135,275,571657,86.8,14.3,0.767,0.475,"R","Farmer, Kyle",4.55,0.314,"Current Rules"
8,340,90,0,340,571657,86.8,14.3,0.767,0.475,"R","Farmer, Kyle",4.55,0.314,"Current Rules"
9,284,64,125,255,571657,86.8,14.3,0.767,0.475,"R","Farmer, Kyle",4.55,0.314,"Current Rules"
3,127,45,90,90,571970,90.1,15.6,0.846,0.532,"L","Muncy, Max",4.46,0.255,"Current Rules"
4,172,54,100,140,571970,90.1,15.6,0.846,0.532,"L","Muncy, Max",4.46,0.255,"Current Rules"
5,141,-82,-20,140,571970,90.1,15.6,0.846,0.532,"L","Muncy, Max",4.46,0.255,"Current Rules"
6,175,77,40,170,571970,90.1,15.6,0.846,0.532,"L","Muncy, Max",4.46,0.255,"Current Rules"
7,300,-72,-95,285,571970,90.1,15.6,0.846,0.532,"L","Muncy, Max",4.46,0.255,"Current Rules"
8,331,85,30,330,571970,90.1,15.6,0.846,0.532,"L","Muncy, Max",4.46,0.255,"Current Rules"
9,271,60,135,235,571970,90.1,15.6,0.846,0.532,"L","Muncy, Max",4.46,0.255,"Current Rules"
3,112,63,50,100,571976,88.2,11.2,0.766,0.469,"R","Myers, Wil",4.44,0.327,"Current Rules"
4,150,90,0,150,571976,88.2,11.2,0.766,0.469,"R","Myers, Wil",4.44,0.327,"Current Rules"
5,128,-51,-80,100,571976,88.2,11.2,0.766,0.469,"R","Myers, Wil",4.44,0.327,"Current Rules"
6,139,-69,-50,130,571976,88.2,11.2,0.766,0.469,"R","Myers, Wil",4.44,0.327,"Current Rules"
7,297,-63,-135,265,571976,88.2,11.2,0.766,0.469,"R","Myers, Wil",4.44,0.327,"Current Rules"
8,320,-88,-10,320,571976,88.2,11.2,0.766,0.469,"R","Myers, Wil",4.44,0.327,"Current Rules"
9,276,68,105,255,571976,88.2,11.2,0.766,0.469,"R","Myers, Wil",4.44,0.327,"Current Rules"
3,128,51,80,100,571980,89.2,10.3,0.722,0.428,"L","Naquin, Tyler",4.37,0.314,"Current Rules"
4,162,68,60,150,571980,89.2,10.3,0.722,0.428,"L","Naquin, Tyler",4.37,0.314,"Current Rules"
5,139,-69,-50,130,571980,89.2,10.3,0.722,0.428,"L","Naquin, Tyler",4.37,0.314,"Current Rules"
6,150,90,0,150,571980,89.2,10.3,0.722,0.428,"L","Naquin, Tyler",4.37,0.314,"Current Rules"
7,280,-61,-135,245,571980,89.2,10.3,0.722,0.428,"L","Naquin, Tyler",4.37,0.314,"Current Rules"
8,320,-88,-10,320,571980,89.2,10.3,0.722,0.428,"L","Naquin, Tyler",4.37,0.314,"Current Rules"
9,275,63,125,245,571980,89.2,10.3,0.722,0.428,"L","Naquin, Tyler",4.37,0.314,"Current Rules"
3,128,51,80,100,572039,87.3,15,0.706,0.457,"R","Piscotty, Stephen",4.61,0.308,"Current Rules"
4,163,79,30,160,572039,87.3,15,0.706,0.457,"R","Piscotty, Stephen",4.61,0.308,"Current Rules"
5,136,-54,-80,110,572039,87.3,15,0.706,0.457,"R","Piscotty, Stephen",4.61,0.308,"Current Rules"
6,146,-74,-40,140,572039,87.3,15,0.706,0.457,"R","Piscotty, Stephen",4.61,0.308,"Current Rules"
7,302,-61,-145,265,572039,87.3,15,0.706,0.457,"R","Piscotty, Stephen",4.61,0.308,"Current Rules"
8,340,90,0,340,572039,87.3,15,0.706,0.457,"R","Piscotty, Stephen",4.61,0.308,"Current Rules"
9,289,62,135,255,572039,87.3,15,0.706,0.457,"R","Piscotty, Stephen",4.61,0.308,"Current Rules"
3,117,59,60,100,572041,89.6,13.1,0.766,0.507,"R","Pollock, AJ",4.43,0.317,"Current Rules"
4,150,86,10,150,572041,89.6,13.1,0.766,0.507,"R","Pollock, AJ",4.43,0.317,"Current Rules"
5,128,-51,-80,100,572041,89.6,13.1,0.766,0.507,"R","Pollock, AJ",4.43,0.317,"Current Rules"
6,139,-69,-50,130,572041,89.6,13.1,0.766,0.507,"R","Pollock, AJ",4.43,0.317,"Current Rules"
7,285,-59,-145,245,572041,89.6,13.1,0.766,0.507,"R","Pollock, AJ",4.43,0.317,"Current Rules"
8,331,-87,-20,330,572041,89.6,13.1,0.766,0.507,"R","Pollock, AJ",4.43,0.317,"Current Rules"
9,285,68,105,265,572041,89.6,13.1,0.766,0.507,"R","Pollock, AJ",4.43,0.317,"Current Rules"
3,112,63,50,100,572228,89.9,15.6,0.848,0.559,"R","Voit, Luke",4.94,0.257,"Current Rules"
4,170,87,10,170,572228,89.9,15.6,0.848,0.559,"R","Voit, Luke",4.94,0.257,"Current Rules"
5,142,-51,-90,110,572228,89.9,15.6,0.848,0.559,"R","Voit, Luke",4.94,0.257,"Current Rules"
6,168,-73,-50,160,572228,89.9,15.6,0.848,0.559,"R","Voit, Luke",4.94,0.257,"Current Rules"
7,276,-58,-145,235,572228,89.9,15.6,0.848,0.559,"R","Voit, Luke",4.94,0.257,"Current Rules"
8,332,-83,-40,330,572228,89.9,15.6,0.848,0.559,"R","Voit, Luke",4.94,0.257,"Current Rules"
9,297,73,85,285,572228,89.9,15.6,0.848,0.559,"R","Voit, Luke",4.94,0.257,"Current Rules"
3,128,51,80,100,572233,90,15.6,0.722,0.515,"R","Walker, Christian",4.58,0.304,"Current Rules"
4,163,79,30,160,572233,90,15.6,0.722,0.515,"R","Walker, Christian",4.58,0.304,"Current Rules"
5,136,-54,-80,110,572233,90,15.6,0.722,0.515,"R","Walker, Christian",4.58,0.304,"Current Rules"
6,155,-75,-40,150,572233,90,15.6,0.722,0.515,"R","Walker, Christian",4.58,0.304,"Current Rules"
7,285,-59,-145,245,572233,90,15.6,0.722,0.515,"R","Walker, Christian",4.58,0.304,"Current Rules"
8,341,-87,-20,340,572233,90,15.6,0.722,0.515,"R","Walker, Christian",4.58,0.304,"Current Rules"
9,294,69,105,275,572233,90,15.6,0.722,0.515,"R","Walker, Christian",4.58,0.304,"Current Rules"
3,128,51,80,100,572816,86.9,11.1,0.655,0.411,"L","Dickerson, Corey",4.36,0.297,"Current Rules"
4,162,68,60,150,572816,86.9,11.1,0.655,0.411,"L","Dickerson, Corey",4.36,0.297,"Current Rules"
5,134,-63,-60,120,572816,86.9,11.1,0.655,0.411,"L","Dickerson, Corey",4.36,0.297,"Current Rules"
6,150,90,0,150,572816,86.9,11.1,0.655,0.411,"L","Dickerson, Corey",4.36,0.297,"Current Rules"
7,280,-61,-135,245,572816,86.9,11.1,0.655,0.411,"L","Dickerson, Corey",4.36,0.297,"Current Rules"
8,320,-88,-10,320,572816,86.9,11.1,0.655,0.411,"L","Dickerson, Corey",4.36,0.297,"Current Rules"
9,271,65,115,245,572816,86.9,11.1,0.655,0.411,"L","Dickerson, Corey",4.36,0.297,"Current Rules"
3,128,51,80,100,573131,91.5,11.9,0.729,0.5,"R","Ruf, Darin",4.79,0.294,"Current Rules"
4,175,77,40,170,573131,91.5,11.9,0.729,0.5,"R","Ruf, Darin",4.79,0.294,"Current Rules"
5,144,-56,-80,120,573131,91.5,11.9,0.729,0.5,"R","Ruf, Darin",4.79,0.294,"Current Rules"
6,165,-76,-40,160,573131,91.5,11.9,0.729,0.5,"R","Ruf, Darin",4.79,0.294,"Current Rules"
7,280,-61,-135,245,573131,91.5,11.9,0.729,0.5,"R","Ruf, Darin",4.79,0.294,"Current Rules"
8,331,-87,-20,330,573131,91.5,11.9,0.729,0.5,"R","Ruf, Darin",4.79,0.294,"Current Rules"
9,285,68,105,265,573131,91.5,11.9,0.729,0.5,"R","Ruf, Darin",4.79,0.294,"Current Rules"
3,128,51,80,100,573262,88.9,18.8,0.829,0.522,"L","Yastrzemski, Mike",4.4,0.266,"Current Rules"
4,161,60,80,140,573262,88.9,18.8,0.829,0.522,"L","Yastrzemski, Mike",4.4,0.266,"Current Rules"
5,237,-62,-110,210,573262,88.9,18.8,0.829,0.522,"L","Yastrzemski, Mike",4.4,0.266,"Current Rules"
6,140,90,0,140,573262,88.9,18.8,0.829,0.522,"L","Yastrzemski, Mike",4.4,0.266,"Current Rules"
